x,y,z,g,g0
0.463816,0.00657895,0.351974,3.226813e-21,0
0.483553,0.00328947,0.348684,-3.948617e-22,0
0.476974,0.00986842,0.348684,4.970292e-21,0
0.480263,0.00328947,0.351974,-8.722263e-22,0
0.476974,0.00657895,0.351974,1.104547e-21,0
0.496711,0.00328947,0.348684,-2.757033e-22,0
0.490132,0.00986842,0.348684,2.723934e-21,0
0.493421,0.00328947,0.351974,1.497591e-22,0
0.490132,0.00657895,0.351974,1.544208e-22,0
0.509868,0.00328947,0.348684,-2.919515e-22,0
0.503289,0.00986842,0.348684,1.923345e-21,0
0.506579,0.00328947,0.351974,4.384756e-22,0
0.503289,0.00657895,0.351974,-2.582714e-23,0
0.523026,0.00328947,0.348684,-6.463011e-23,0
0.516447,0.00986842,0.348684,1.347613e-21,0
0.519737,0.00328947,0.351974,4.439231e-22,0
0.516447,0.00657895,0.351974,6.692248e-23,0
0.536184,0.00328947,0.348684,3.905904e-22,0
0.529605,0.00986842,0.348684,6.679247e-22,0
0.532895,0.00328947,0.351974,3.360366e-22,0
0.529605,0.00657895,0.351974,2.586707e-22,0
0.549342,0.00328947,0.348684,7.357573e-22,0
0.542763,0.00986842,0.348684,-2.511851e-22,0
0.546053,0.00328947,0.351974,2.969967e-22,0
0.542763,0.00657895,0.351974,2.881032e-22,0
0.5625,0.00328947,0.348684,2.964719e-22,0
0.555921,0.00986842,0.348684,-1.099848e-21,0
0.559211,0.00328947,0.351974,3.38899e-22,0
0.555921,0.00657895,0.351974,4.215459e-23,0
0.575658,0.00328947,0.348684,-1.317418e-21,0
0.569079,0.00986842,0.348684,-5.173723e-22,0
0.572368,0.00328947,0.351974,5.340398e-23,0
0.569079,0.00657895,0.351974,-2.689281e-22,0
0.588816,0.00328947,0.348684,-3.717075e-21,0
0.582237,0.00986842,0.348684,2.333178e-21,0
0.585526,0.00328947,0.351974,-1.355951e-21,0
0.582237,0.00657895,0.351974,-4.571383e-22,0
0.601974,0.00328947,0.348684,-5.696305e-21,0
0.595395,0.00986842,0.348684,5.605718e-21,0
0.598684,0.00328947,0.351974,-4.529844e-21,0
0.595395,0.00657895,0.351974,-6.393999e-22,0
0.615132,0.00328947,0.348684,-4.087316e-21,0
0.608553,0.00986842,0.348684,5.374739e-21,0
0.611842,0.00328947,0.351974,-8.191093e-21,0
0.608553,0.00657895,0.351974,-5.213965e-22,0
0.628289,0.00328947,0.348684,9.480403e-21,0
0.621711,0.00986842,0.348684,-8.66627e-22,0
0.625,0.00328947,0.351974,-6.103868e-21,0
0.621711,0.00657895,0.351974,9.427386e-22,0
0.641447,0.00328947,0.348684,4.826217e-20,0
0.634868,0.00986842,0.348684,-1.627515e-20,0
0.638158,0.00328947,0.351974,1.440488e-20,0
0.634868,0.00657895,0.351974,3.117153e-21,0
0.654605,0.00328947,0.348684,1.204453e-19,0
0.648026,0.00986842,0.348684,-5.310936e-20,0
0.651316,0.00328947,0.351974,6.662067e-20,0
0.648026,0.00657895,0.351974,2.383784e-21,0
0.667763,0.00328947,0.348684,2.246785e-19,0
0.661184,0.00986842,0.348684,-1.257935e-19,0
0.664474,0.00328947,0.351974,1.559406e-19,0
0.661184,0.00657895,0.351974,-2.218851e-21,0
0.680921,0.00328947,0.348684,3.707612e-19,0
0.674342,0.00986842,0.348684,-2.285667e-19,0
0.677632,0.00328947,0.351974,2.872396e-19,0
0.674342,0.00657895,0.351974,-4.997483e-21,0
0.694079,0.00328947,0.348684,5.946399e-19,0
